Item 1,Item 2,Item 3,Item 4,Item 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,herbs,whole milk,bottled water,bottled beer,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,whole milk,beverages,rolls/buns,margarine,chocolate,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,tropical fruit,root vegetables,packaged fruit/vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,root vegetables,other vegetables,curd,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,whole milk,curd,yogurt,rolls/buns,pasta,mustard,mango,canned beer,,,,,,,,,,,,,,,,,,,,,,
sausage,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,whole milk,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,whole milk,semi-finished bread,jam,soda,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,butter,whipped/sour cream,flour,sugar,coffee,soda,sparkling wine,dishes,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,onions,curd,hard cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,frozen vegetables,coffee,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,berries,other vegetables,whole milk,dessert,yogurt,spread cheese,coffee,white wine,red/blush wine,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,specialty chocolate,napkins,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,other vegetables,frozen fish,rolls/buns,semi-finished bread,artif. sweetener,ready soups,bottled water,Protein shakes,newspapers,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,whipped/sour cream,beverages,cream cheese,waffles,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,pip fruit,root vegetables,other vegetables,packaged fruit/vegetables,butter,rolls/buns,margarine,sugar,rum,long life bakery product,cookies,,,,,,,,,,,,,,,,,,,
berries,whole milk,whipped/sour cream,margarine,organic products,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,bottled beer,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,other vegetables,whole milk,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,
chicken,pork,hamburger meat,pip fruit,nuts/prunes,root vegetables,other vegetables,whole milk,spread cheese,frozen potato products,brown bread,Instant food products,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,hard cheese,rolls/buns,brown bread,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,beef,root vegetables,packaged fruit/vegetables,whole milk,dessert,yogurt,sliced cheese,ice cream,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,
berries,frozen vegetables,pet care,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,cookies,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,white bread,brown bread,sweet spreads,mango,brandy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,beverages,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,butter milk,yogurt,sliced cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,Instant food products,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,berries,whipped/sour cream,beverages,flour,oil,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,
white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
potato products,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,yogurt,rolls/buns,coffee,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,hamburger meat,UHT-milk,soda,canned beer,buttermilk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,cream cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen meals,rolls/buns,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,whole milk,frozen vegetables,brown bread,vinegar,bottled beer,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,berries,pastry,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,grapes,rolls/buns,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,yogurt,soft cheese,hard cheese,spread cheese,curd cheese,frozen vegetables,ice cream,pastry,coffee,fruit/vegetable juice,Protein shakes,,,,,,,,,,,,,,,,,,
sliced cheese,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,citrus fruit,whole milk,dessert,frozen meals,coffee,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,cream cheese,flour,coffee,bottled water,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,roll products,margarine,bottled water,canned beer,white wine,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,frozen vegetables,ice cream,bottled water,whipped cream,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,grapes,yogurt,whipped/sour cream,domestic eggs,white bread,pastry,bottled water,fruit/vegetable juice,white wine,salty snack,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,
pork,citrus fruit,UHT-milk,brown bread,soda,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,soda,misc. beverages,liqueur,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,butter,yogurt,cream cheese,frozen fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls/buns,pastry,ready soups,,,,,,,,,,,,,,,,,,,,,,,,
soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whole milk,whipped/sour cream,pickled vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,white bread,canned vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,whole milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,lettuce,donuts,,,,,,,,,,,,,,,,,
berries,root vegetables,whole milk,beverages,sugar,soups,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen fish,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,grapes,berries,whole milk,yogurt,rolls/buns,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,instant coffee,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparkling wine,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,herbs,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,white bread,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,grapes,hard cheese,soda,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,potted plants,,,,,,,,,,,,,
chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,whipped/sour cream,domestic eggs,flour,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen meals,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,dessert,domestic eggs,rolls/buns,white bread,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
finished products,organic sausage,sliced cheese,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt,mango,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,oil,avacado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whole milk,yogurt,sliced cheese,specialty cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
butter,pasta,canned fish,softener,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pastry,canned beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,salt,soda,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,spread cheese,sugar,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,
yogurt,brown bread,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins,,,,,,,,,,,,,,,
frankfurter,chicken,pork,tropical fruit,root vegetables,other vegetables,yogurt,UHT-milk,mayonnaise,brown bread,pastry,flour,mustard,coffee,cocoa drinks,fruit/vegetable juice,salty snack,long life bakery product,chocolate,seasonal products,,,,,,,,,,,,
artif. sweetener,soda,apples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,onions,butter,processed cheese,rolls/buns,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,Protein shakes,apples,bananas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,dessert,mayonnaise,oil,soda,waffles,chocolate,carrot,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,frozen vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,cream cheese,pastry,vinegar,oil,coffee,long life bakery product,newspapers,pancake mix,napkins,,,,,,,,,,,,,,,,,
Lemonade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,margarine,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,curd,frozen meals,domestic eggs,cake bar,seasonal products,,pancake mix,soft drinks,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,mango,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,whipped cream,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,ice cream,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
onions,domestic eggs,soda,Protein shakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,grapes,root vegetables,herbs,yogurt,baking powder,seasonal products,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,cream cheese,bottled water,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,other vegetables,butter,hard cheese,domestic eggs,rolls/buns,fruit/vegetable juice,sparkling wine,Protein shakes,,,,,,,,,,,,,,,,,,,,,,
berries,dessert,whipped/sour cream,white bread,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,fruit/vegetable juice,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,pasta,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,grapes,nuts/prunes,root vegetables,onions,other vegetables,cream,soft cheese,sliced cheese,hard cheese,domestic eggs,rolls/buns,pastry,mustard,specialty chocolate,specialty bar,donuts,shopping bags,,,,,,,,,,,,,,
pork,citrus fruit,grapes,root vegetables,whole milk,ready soups,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,pip fruit,root vegetables,other vegetables,curd,butter milk,yogurt,curd cheese,rice,vinegar,margarine,,,,,,,,,,,,,,,,,,,,
margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,onions,other vegetables,whole milk,butter,curd,butter milk,yogurt,domestic eggs,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,domestic eggs,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,butter milk,margarine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,domestic eggs,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,zwieback,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,cream cheese,pasta,oil,margarine,salty snack,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,bottled water,misc. beverages,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,specialty chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,whipped/sour cream,flour,margarine,sugar,baking powder,avacado,soda,fruit/vegetable juice,chocolate,Protein shakes,napkins,newspapers,,,,,,,,,,,,,,,,,,,
pip fruit,curd,dessert,yogurt,specialty chocolate,specialty bar,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,root vegetables,whole milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,whipped/sour cream,pasta,pet care,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,herbs,other vegetables,yogurt,domestic eggs,specialty bar,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,specialty cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,spread cheese,margarine,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,grapes,other vegetables,processed cheese,frozen meals,domestic eggs,white bread,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,spread cheese,frozen vegetables,pastry,instant coffee,soda,fruit/vegetable juice,Protein shakes,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,white bread,brown bread,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,yogurt,UHT-milk,soft cheese,rolls/buns,fruit/vegetable juice,candy,donuts,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,yogurt,domestic eggs,brown bread,margarine,fruit/vegetable juice,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
dessert,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,rolls/buns,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,chicken,whole milk,butter,processed cheese,frozen vegetables,white bread,pastry,soda,fruit/vegetable juice,red/blush wine,chocolate,potted plants,,,,,,,,,,,,,,,,,,
pork,ice cream,soda,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,roll products,zwieback,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen fish,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,cream cheese,frozen dessert,sugar,meat spreads,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,root vegetables,curd,yogurt,UHT-milk,white bread,pastry,instant coffee,waffles,lettuce,,,,,,,,,,,,,,,,,,,,,
grapes,other vegetables,whole milk,butter,paneer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,grapes,butter,curd,yogurt,whipped/sour cream,beverages,UHT-milk,sliced cheese,processed cheese,rolls/buns,pastry,chocolate,,,,,,,,,,,,,,,,,,,
citrus fruit,white bread,liquor,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,butter,yogurt,hard cheese,ice cream,domestic eggs,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,pip fruit,grapes,root vegetables,processed cheese,rolls/buns,white bread,pastry,pasta,specialty vegetables,avacado,soda,misc. beverages,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,specialty cheese,cereals,bottled beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,ham,other vegetables,domestic eggs,rolls/buns,pastry,long life bakery product,specialty bar,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,sliced cheese,white bread,baking powder,pickled vegetables,rum,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,fruit/vegetable juice,long life bakery product,chewing gum,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
